subj,side,cond,bout,MDF,MNF,peakF,totpow,p_20_60,p_60_150,p_150_250,p_250_450,n_cycles,chew_rate,cv_ipi,med_dur,med_amp,med_area,duty,rms_amp
PS6,R,PLA,3,101.0,114.27780066630358,76.0,1.2576968594276607e-08,2.6118837298977482e-09,6.550953169239584e-09,2.828256910539794e-09,4.392263277211247e-10,96,1.6,0.11802275041313165,0.4169921875,0.00013859889045096636,3.1052257253524364e-05,0.6634765625,0.00011119475900396404
PS6,R,PLA,4,108.0,116.15691925262693,62.0,9.270826234399876e-09,1.8911640592965265e-09,4.8138284578094825e-09,2.1010608507221324e-09,3.4920166178469883e-10,87,1.474442044636429,0.12627012111432653,0.4140625,0.0001996829572470358,2.8848871420755676e-05,0.6321940104166667,9.655739821165785e-05
PS11,R,ANE,1,118.0,127.82251988472566,71.0,5.186463024280691e-09,9.160927573824989e-10,2.4675768648269103e-09,1.427797565707778e-09,3.190495875404162e-10,93,1.678688524590164,0.21437418926976923,0.4638671875,8.550273268234948e-05,2.415301048896162e-05,0.735791015625,7.220675179532186e-05
PS11,R,ANE,2,120.0,129.3287767659926,58.0,6.246421006594208e-09,1.0526670803025951e-09,2.8948889224859485e-09,1.8269756322519922e-09,3.8754062847235814e-10,94,1.695364238410596,0.215139480250316,0.4443359375,9.1785550223575e-05,2.65584485806116e-05,0.7511393229166666,7.856309070295234e-05
PS11,R,ANE,3,111.0,122.91672182289925,70.0,5.639232378030673e-09,1.0242173547865948e-09,2.8166151969599812e-09,1.4027884677780494e-09,3.251627329133658e-10,94,1.7504273504273504,0.23603742841161376,0.4404296875,5.4870370824687575e-05,2.5316363104025403e-05,0.7324381510416667,7.54368170464359e-05
PS11,R,ANE,4,100.0,113.78912792533102,63.0,5.721622737734536e-09,1.3111048825077525e-09,2.858899738596833e-09,1.2268405391707436e-09,2.514034689933079e-10,94,1.6489533011272142,0.22666869057770608,0.4482421875,8.430410747190198e-05,2.575817728744035e-05,0.7515625,7.565489146210912e-05
PS11,R,PLA,1,102.0,116.91812952544342,72.0,4.856824057121783e-09,9.886466806835483e-10,2.4845819387035587e-09,1.0619831034510646e-09,2.595212217118266e-10,90,1.5802469135802468,0.2903998148982351,0.4755859375,6.290957011254371e-05,2.5668115145832172e-05,0.7774739583333333,6.962244712512689e-05
PS11,R,PLA,2,119.0,128.30795242313403,60.0,5.801704795598518e-09,1.0510942782681406e-09,2.678255128260462e-09,1.6192066373274102e-09,3.7646314042535053e-10,84,1.5249441548771407,0.2719272855404001,0.4970703125,5.525413294188963e-05,2.8939065190806595e-05,0.7270833333333333,7.632104411586533e-05
PS11,R,PLA,3,110.0,120.2705936392147,66.0,4.865852216585907e-09,1.0333164123230807e-09,2.2780330409994424e-09,1.240251117515097e-09,2.483914826371039e-10,87,1.6636880584890332,0.29568713464769536,0.48388671875,7.141377808315768e-05,2.58321079871794e-05,0.7463704427083333,7.0153951853842e-05
PS11,R,PLA,4,111.0,121.51272496221645,72.0,4.261703202977093e-09,8.56608820723355e-10,2.0341386665247014e-09,1.0910796151933441e-09,2.212410708242117e-10,88,1.6138691883372736,0.20524462607590088,0.4443359375,6.766532980230409e-05,2.3547971834360755e-05,0.7102213541666667,6.551686969204352e-05
PS14,R,ANE,1,91.0,103.54841813307013,60.0,1.1252340699672392e-08,2.905669795541236e-09,6.01937531337715e-09,1.834460705189954e-09,3.363608991767817e-10,82,1.3562913907284768,0.23866651701966404,0.50390625,0.0001247218485025666,3.5886710343599786e-05,0.684521484375,0.00010641532469901017
PS14,R,ANE,2,91.0,102.56537456849827,39.0,1.2822748324785181e-08,3.3423246463846495e-09,7.0154778960125945e-09,1.935267987023732e-09,3.663782582352291e-10,92,1.601250977326036,0.28292751886232825,0.47265625,0.00010982035011226565,3.7430495453060535e-05,0.7365559895833333,0.00011433812190305227
PS14,R,ANE,3,99.0,111.85282257672058,40.0,1.1152133000511923e-08,2.8323083249771285e-09,5.411185347443056e-09,2.3045534996099254e-09,4.788591295276081e-10,91,1.5103244837758112,0.3309455655549363,0.4765625,9.162571983860278e-05,3.856703742937723e-05,0.7387532552083333,0.00010533279653496634
PS14,R,ANE,4,90.0,101.85098269668455,39.0,1.0339690999441902e-08,2.9452410345427046e-09,5.317186979768043e-09,1.6673656266830543e-09,2.748151212658791e-10,90,1.3837837837837839,0.2809404640614348,0.4658203125,0.00010814717253458892,2.918642033312582e-05,0.6946451822916667,0.00010210971528699652
PS14,R,PLA,1,97.0,111.4813566107997,65.0,1.4012647978682892e-08,3.2358000790132106e-09,7.24291363850453e-09,2.8391866592885014e-09,5.310459038772757e-10,85,1.7444633730834753,0.4026388590424043,0.44921875,8.406398224375402e-05,3.4697156529045595e-05,0.632666015625,0.00011619056654273816
PS14,R,PLA,2,93.0,107.04465479577797,38.0,9.11393204106228e-09,2.503497622488352e-09,4.479119200008461e-09,1.6932912613295492e-09,3.243939514713972e-10,88,1.6344772545889865,0.3487613275527031,0.4755859375,8.985877173759252e-05,3.34018525706781e-05,0.704541015625,9.490669262138874e-05
PS14,R,PLA,3,98.0,111.75271108783826,36.0,1.4484132751889634e-08,3.5285939548412207e-09,7.1343011126159035e-09,3.0902593221111815e-09,5.526593969583421e-10,87,1.426183844011142,0.3165456215980183,0.45068359375,0.00013889921565345858,4.1228121185404694e-05,0.65703125,0.00011973528573697922
PS14,R,PLA,4,104.0,117.18574314940646,40.0,1.461331973043736e-08,3.388928041429631e-09,6.980259955323796e-09,3.3126366339622716e-09,7.502425225437867e-10,86,1.3128205128205128,0.29293407340826927,0.46484375,0.0001250775698071842,4.271031264925511e-05,0.6654947916666667,0.00012147252501149744
M1,R,ANE,1,83.0,96.8665409077019,63.0,4.036638242811547e-09,1.0771666446610596e-09,2.3209864562472617e-09,5.222450709017487e-10,6.348991838610636e-11,87,1.4473498233215547,0.09578386212988095,0.4794921875,0.00010968829984140558,2.2773155136177457e-05,0.6999674479166667,6.404050700641499e-05
M1,R,ANE,2,83.0,96.41797858178823,55.0,4.0183008960840525e-09,1.178571166145528e-09,2.148038764441531e-09,5.689677702090229e-10,6.60355244560088e-11,89,1.5092114959469418,0.09157419998248957,0.47265625,8.01899282985107e-05,2.268973237036293e-05,0.7041829427083334,6.403090899605151e-05
M1,R,ANE,3,85.0,96.87924512643826,54.0,4.597970443289538e-09,1.3146736466553923e-09,2.5353072122615083e-09,6.118680275092292e-10,6.839604335135533e-11,92,1.526080476900149,0.08083226943548831,0.4765625,8.334521743855087e-05,2.325671882100752e-05,0.7253580729166667,6.853991263109755e-05
M1,R,ANE,4,86.0,97.10750422679834,64.0,4.756216710839497e-09,1.3150328495377649e-09,2.652308777302692e-09,6.486572861847105e-10,7.08905249128837e-11,92,1.5398496240601505,0.09262915551043838,0.4755859375,8.609103592070394e-05,2.3514631120628772e-05,0.7267415364583333,6.891689309301307e-05
M1,R,PLA,1,85.0,98.18941499039929,61.0,3.5772697195384832e-09,9.312774755728462e-10,2.0403635578516088e-09,4.968003666916046e-10,5.615967236405425e-11,82,1.3298701298701299,0.22761276951288897,0.4814453125,7.219768304091512e-05,2.3574670077128084e-05,0.6640625,5.943583915636426e-05
M1,R,PLA,2,83.0,96.40050512112049,57.0,3.686623362936858e-09,1.0644075556091315e-09,2.022310650410416e-09,4.876665119697088e-10,5.874435860535152e-11,85,1.4104683195592287,0.14599147127409987,0.478515625,8.392606343844914e-05,2.197300790030333e-05,0.6782063802083333,6.038655394862543e-05
M1,R,PLA,3,83.0,96.85807995614694,65.0,3.5884924852536087e-09,1.0563708287178762e-09,1.930306555099506e-09,4.931093522426505e-10,6.219392855646301e-11,86,1.4222222222222223,0.09554809519824321,0.4833984375,9.419936179931438e-05,2.126667693815959e-05,0.705859375,6.029229711144009e-05
M1,R,PLA,4,84.0,95.47962359428679,42.0,4.280661614858337e-09,1.2579580166791082e-09,2.35286123536453e-09,5.526722208616976e-10,6.517866599032893e-11,92,1.5421686746987953,0.10701022302014698,0.48046875,9.995388963001527e-05,2.1972420497045863e-05,0.7475260416666667,6.583084115588854e-05
PS5,R,ANE,1,85.0,101.23635844117466,71.0,1.4207134377924388e-08,3.164813909326067e-09,8.17235913775116e-09,2.3685974797386554e-09,2.9875849938711293e-10,83,1.426183844011142,0.2803429404081049,0.49169921875,0.00014387804340762635,4.340061282534369e-05,0.6810546875,0.00011978526882954125
PS5,R,ANE,2,95.0,111.35825005725954,74.0,8.645926347994177e-09,1.7261511996788536e-09,4.7700255504194e-09,1.7328865660857958e-09,3.0078463142428204e-10,80,1.3178893178893178,0.38272764726563974,0.54296875,8.313856500506058e-05,3.5680419152326567e-05,0.6644856770833333,9.285363345473134e-05
PS5,R,ANE,3,94.0,111.24377158847759,65.0,9.265701551873614e-09,1.7898939495206206e-09,5.1356749353021414e-09,1.8868967803160052e-09,3.269050805812887e-10,81,1.4281729428172942,0.4026725763005627,0.5458984375,5.66472809620692e-05,4.136513277167024e-05,0.7247395833333333,9.594825565026083e-05
PS5,R,ANE,4,93.0,109.64358345337872,80.0,8.798929685849564e-09,1.8010157690293758e-09,4.875771150762214e-09,1.7270908703776988e-09,2.829394079909893e-10,74,1.3315994798439532,0.365917178847983,0.5263671875,8.877372565860463e-05,3.973798091878049e-05,0.6660807291666667,9.404273440282855e-05
PS5,R,PLA,1,92.0,109.1979169250724,68.0,1.2175208934588384e-08,2.3403575752101506e-09,6.978596076015418e-09,2.3222777374779328e-09,3.8792490055458417e-10,76,1.508100147275405,0.4243334208590318,0.5322265625,9.174882657725264e-05,4.53754460795946e-05,0.6750162760416667,0.00010901026603715006
PS5,R,PLA,2,90.0,106.61523550185836,66.0,1.258359899402476e-08,2.7250921247935097e-09,6.93832635491546e-09,2.4043006549339846e-09,3.523904044086348e-10,81,1.3145057766367136,0.31673394623309026,0.51904296875,0.00010731743854168105,4.394512961116731e-05,0.7240559895833333,0.00011207333880171648
PS5,R,PLA,3,89.0,104.28986758139405,70.0,1.2659674726158829e-08,2.9798920295663728e-09,6.914254731408618e-09,2.267569666300496e-09,3.218523976630993e-10,89,1.501466275659824,0.2876788597020927,0.49169921875,9.258822791921464e-05,4.067702518686101e-05,0.7106282552083333,0.00011052074282865058
PS5,R,PLA,4,89.0,105.93055798273376,63.0,1.0581901782657353e-08,2.1276880906838427e-09,6.181781957588436e-09,1.8397731710378044e-09,2.982761958261512e-10,78,1.3350717079530638,0.3352648163574136,0.5439453125,9.710107026992445e-05,4.356459019937442e-05,0.7076334635416667,0.00010416879369030172
S1,R,ANE,1,93.0,103.35649933444242,34.0,1.5383933693318896e-08,4.006420576077429e-09,8.13101767019998e-09,2.740716863034766e-09,3.41831276291275e-10,76,1.4566145092460883,0.22987065229098905,0.46484375,0.0002056923967667511,3.964744604150196e-05,0.600634765625,0.0001249920264962304
S1,R,ANE,2,88.0,98.7888103494551,38.0,2.0637939357867327e-08,6.1410600981061505e-09,1.0537041876320551e-08,3.371843632075346e-09,3.889807632291133e-10,93,1.5609756097560976,0.10261351979256382,0.3935546875,0.000199432487710291,3.448406317344024e-05,0.647412109375,0.00014373738390656104
S1,R,ANE,3,96.0,105.92948496617319,37.0,2.521035121275341e-08,6.7114462742832026e-09,1.2718211033688755e-08,4.8935916647394705e-09,6.259272234991565e-10,98,1.6025039123630673,0.12891965176196057,0.435546875,0.00020436569432857697,3.969120925375961e-05,0.757080078125,0.00015933412301275291
S1,R,ANE,4,100.0,110.55732426367608,41.0,3.23245894860139e-08,7.895797123940142e-09,1.619243713128509e-08,6.9291486326827255e-09,9.742575318225104e-10,93,1.5550493545937738,0.12910901980884537,0.5029296875,0.0002541281657703438,4.8005518736128785e-05,0.7955403645833333,0.00018124617335968154
S1,R,PLA,1,90.0,101.22680292405124,32.0,1.4149953705254259e-08,3.7837681790524855e-09,7.620122941306042e-09,2.3072320835292106e-09,3.268207406688102e-10,82,1.4124137931034482,0.22888413208734212,0.4736328125,0.00017095005658017575,3.54690442319158e-05,0.68505859375,0.00012071955995301268
S1,R,PLA,2,93.0,105.11551288744909,33.0,1.8587310833377842e-08,4.957758093521109e-09,9.45754641294233e-09,3.3619036456615647e-09,6.154542386332147e-10,75,1.2061248527679622,0.16441820699193052,0.50732421875,0.00016777817730322654,4.8427398369948454e-05,0.6861490885416667,0.00013698409569639117
S1,R,PLA,3,100.0,109.2413503147754,33.0,2.621530086772426e-08,6.774236833088029e-09,1.31430636154539e-08,5.167297916673443e-09,8.395279209032471e-10,93,1.5538694992412747,0.14951167293431686,0.43994140625,0.000228841923843273,4.084039004553031e-05,0.7178059895833333,0.0001612380075197085
S1,R,PLA,4,94.0,105.28250315538381,32.0,2.621354148854771e-08,7.24339648074126e-09,1.301145747939409e-08,4.947874621480982e-09,7.564904457492498e-10,88,1.471264367816092,0.13907831776388485,0.548828125,0.0002258631166569909,4.5794906269884735e-05,0.7882486979166666,0.00016510068026990584
S5,R,ANE,1,96.0,108.01978646704978,60.0,2.823589968219332e-08,6.3785974890496916e-09,1.528156193230728e-08,5.485969728508694e-09,7.166585250860809e-10,91,1.5192878338278932,0.28935848674941583,0.40869140625,0.00018719512243314777,4.892619926993519e-05,0.6434244791666667,0.00016750977120655005
S5,R,ANE,2,105.0,114.30404661413365,74.0,3.3257529964460564e-08,6.679382814185231e-09,1.7923793022708794e-08,7.195040719154326e-09,1.0372531734300946e-09,87,1.4331700489853043,0.24871033425920117,0.43359375,0.00020285799288498443,5.228105276018017e-05,0.6954752604166666,0.00017893029651864581
S5,R,ANE,3,102.0,112.77462401412501,53.0,2.5283376089896956e-08,5.7826093765899466e-09,1.301438226218305e-08,5.417691714855935e-09,7.916648472849085e-10,85,1.4524822695035462,0.2666239066124642,0.470703125,0.00015516739732912305,4.9447050356459395e-05,0.7143880208333333,0.00015830399161359925
S5,R,ANE,4,105.0,114.73982666994016,82.0,3.3521374003591664e-08,7.0367362602778795e-09,1.7143909230244375e-08,7.913908533886865e-09,1.0296842777544058e-09,87,1.4351786965662228,0.22740077426790206,0.42529296875,0.0002556287361502879,5.2345521065855287e-05,0.685546875,0.00018373205627900214
S5,R,PLA,1,100.0,111.44297761419936,50.0,2.1817772236714217e-08,5.094177786857132e-09,1.1215306631682281e-08,4.520583497851231e-09,7.211180917391141e-10,93,1.7052456286427977,0.31220138038941375,0.47314453125,0.0001401417978209892,4.7221861463959006e-05,0.7313313802083333,0.00014726993631159589
S5,R,PLA,2,100.0,110.51524265012596,42.0,2.444035349714464e-08,5.699438731568845e-09,1.2650389593394423e-08,5.086705963770047e-09,7.217473391624668e-10,89,1.4351786965662228,0.3396212775423135,0.4306640625,0.00020912747784106845,5.0244425934415425e-05,0.6908528645833333,0.00015660792001596715
S5,R,PLA,3,98.0,109.81581028817794,46.0,3.0565852852058165e-08,7.336283909169309e-09,1.5777253692935457e-08,6.264600773364939e-09,8.408755804438363e-10,91,1.486211901306241,0.25956929329770284,0.4267578125,0.00019764096348693608,5.2112727918996535e-05,0.6815266927083333,0.0001747705631622953
S5,R,PLA,4,94.0,105.66214595000174,75.0,2.0025443415045394e-08,5.018528469566444e-09,1.0606527275294066e-08,3.657538024522047e-09,4.952463934096138e-10,88,1.468100358422939,0.2855882716137633,0.4306640625,0.00013544368207563822,3.625701119092563e-05,0.6965006510416667,0.00014232494684076865
M4,R,ANE,1,87.0,99.46440183991679,36.0,1.4565781599064369e-08,4.295779832135464e-09,7.431060182115979e-09,2.385579501754845e-09,2.741973161546007e-10,93,1.5693486590038315,0.18891713886412204,0.46533203125,0.00014418825571289238,3.477180704413774e-05,0.7576171875,0.00012122196527828369
M4,R,ANE,2,86.0,99.44613878245802,58.0,1.5511748286691866e-08,4.660846616525848e-09,7.712652780608787e-09,2.58474771544731e-09,3.3032083518781374e-10,96,1.665040650406504,0.19587405349212192,0.4609375,0.00016540760594649105,3.3373693815654235e-05,0.7825520833333334,0.0001240183319997834
M4,R,ANE,3,89.0,102.14815890261394,39.0,1.3395488147336933e-08,3.587984926731039e-09,7.042936475553198e-09,2.3032288977833634e-09,2.9210563643007227e-10,98,1.6305732484076434,0.2021127862434282,0.45703125,0.0001339087016909221,3.117427209754329e-05,0.7597981770833333,0.00011616280536915643
M4,R,ANE,4,92.0,103.31433174123546,52.0,1.3515833227111897e-08,3.6631117971202947e-09,6.874831098132259e-09,2.5408770508550867e-09,2.937168811472248e-10,97,1.656957928802589,0.19826048379995503,0.47265625,0.00012242403561676108,3.156402199758124e-05,0.7786295572916667,0.00011702368378741912
M4,R,PLA,1,96.0,107.4860285965898,83.0,1.2312472087404358e-08,3.0583132495999367e-09,6.374859341001457e-09,2.404683298548792e-09,3.3236932020917323e-10,95,1.656957928802589,0.21163421154732281,0.4697265625,9.493052910289832e-05,3.106098390915984e-05,0.800048828125,0.00011151002134099141
M4,R,PLA,2,91.0,102.73958529575086,65.0,1.1928586645453311e-08,3.1574597094422157e-09,6.274710260935387e-09,2.1093414011537636e-09,2.453954973733114e-10,99,1.7038269550748752,0.20004194145706386,0.4609375,0.00010961058884926213,2.9686041248447078e-05,0.8107421875,0.00010859910311071813
M4,R,PLA,3,69.0,86.74603468579409,28.0,1.4874985348773116e-08,6.349706240202601e-09,6.116357793589004e-09,1.977482177114366e-09,2.661525755299956e-10,90,1.5778120184899846,0.19075664715314025,0.4765625,0.00011725058766983721,3.131303238481476e-05,0.7458984375,0.00012485704730272497
M4,R,PLA,4,75.0,91.14557199264634,34.0,1.1082907357288427e-08,4.444017554292367e-09,4.628292602785867e-09,1.6458188756617419e-09,2.434203947954564e-10,98,1.6897689768976898,0.21282990448972688,0.4814453125,7.010888141641713e-05,2.5270379370037406e-05,0.8006673177083333,0.0001067736631865106
S10,R,ANE,1,70.0,84.96736708644306,43.0,1.055997457910193e-08,4.260186897937502e-09,4.979416101159977e-09,1.0542378012872347e-09,1.3835701583437103e-10,96,1.615141955835962,0.13531294173939024,0.4521484375,0.00014039836915878646,3.010394391282059e-05,0.752001953125,0.00010191692081191145
S10,R,ANE,2,66.0,81.90253646813693,36.0,1.2437825685614137e-08,5.543937970894757e-09,5.4015182234194945e-09,1.168897717351366e-09,1.666180643789698e-10,99,1.713807531380753,0.1513719562173896,0.4482421875,0.00017597985112862097,3.0917481777826355e-05,0.7591145833333334,0.00010928843767708446
S10,R,ANE,3,76.0,89.35141256888248,38.0,1.1579705149779078e-08,4.429675081981094e-09,5.4346303365036376e-09,1.3964760986288074e-09,1.9605824065646585e-10,99,1.6925619834710743,0.12493172155604702,0.44140625,0.00015670562851511066,3.0054754711226545e-05,0.7491536458333333,0.00010818481337754455
S10,R,ANE,4,74.0,88.5000734921986,35.0,1.1059253311842199e-08,4.284529778078169e-09,5.223527236207196e-09,1.2474877309958395e-09,1.8059038622815052e-10,99,1.7195633921074727,0.10951520372478644,0.4697265625,0.00011220869115457309,2.9591098784572456e-05,0.7912109375,0.00010583283591245625
S10,R,PLA,1,76.0,91.13574475685445,35.0,9.528694293855586e-09,3.393679191554064e-09,4.632398546303553e-09,1.2077231067381394e-09,1.75811912883368e-10,79,1.3979522184300341,0.22771311131601407,0.4833984375,9.027533482141869e-05,3.310973404322442e-05,0.682373046875,9.771426591505788e-05
S10,R,PLA,2,77.0,91.68509098942567,44.0,8.265282441246938e-09,3.0236132834579568e-09,3.937639337983738e-09,1.0546555931635408e-09,1.519843275074325e-10,88,1.6050156739811912,0.17925018985061397,0.46484375,0.00012503451934483113,2.7849418138094045e-05,0.702734375,9.06791835481475e-05
S10,R,PLA,3,73.0,87.83800117324735,42.0,1.124921114961568e-08,4.135233422597106e-09,5.539520295943384e-09,1.2680818888508436e-09,1.6368817982694282e-10,93,1.6279809220985693,0.1582105875427569,0.4658203125,0.00014259353951295018,3.072672317466283e-05,0.7541015625,0.00010580538172597338
S10,R,PLA,4,76.0,89.03969385374707,35.0,1.1547193939128445e-08,4.248301741951332e-09,5.650547240981254e-09,1.3348332827885542e-09,1.7561820718185893e-10,94,1.673202614379085,0.14435252260065548,0.4365234375,0.00015794743331828593,2.995301469727101e-05,0.712890625,0.00010631524754752251
PS1,R,ANE,1,76.0,86.13123772254814,41.0,2.5538258372685884e-08,8.711299550639697e-09,1.3955110777876817e-08,2.356617456490915e-09,2.086337807038619e-10,80,1.4085281980742779,0.2524969984617478,0.5478515625,0.00027656768084784503,5.6133333224174016e-05,0.7521647135416667,0.0001578529587961352
PS1,R,ANE,2,76.0,84.99045246406867,37.0,2.5847240785541456e-08,9.154677859388147e-09,1.3783168168108285e-08,2.3857452655603763e-09,2.400457439652386e-10,90,1.4819102749638204,0.2138118462029674,0.4599609375,0.00020946690166916395,4.765596691160037e-05,0.726611328125,0.00016011209445258252
PS1,R,ANE,3,75.0,85.09387891510262,45.0,3.1671925708143426e-08,1.1703696048530672e-08,1.6493142197960196e-08,2.8176475076344425e-09,2.696240594814858e-10,86,1.4607703281027105,0.1639441274106477,0.4853515625,0.0002896696424201903,5.406217057120267e-05,0.7062174479166666,0.00017673302187198
PS1,R,ANE,4,77.0,85.65910781838784,38.0,3.293524179729672e-08,1.1354879361075446e-08,1.8001705665761335e-08,2.934867096625668e-09,2.626080679341249e-10,96,1.678688524590164,0.13201007424419267,0.4658203125,0.00022853317371197146,5.07179513639781e-05,0.7594563802083333,0.00017906423837048488
PS1,R,PLA,1,75.0,84.32118462348289,37.0,2.522296855881972e-08,8.69352137110107e-09,1.3964525844132412e-08,1.9940557642103474e-09,2.0831088886849135e-10,83,1.3589913735899137,0.2602641027337688,0.49853515625,0.00018765907516345138,5.167119396048485e-05,0.7319661458333333,0.0001594167064067392
PS1,R,PLA,2,76.0,84.75025832561255,40.0,2.765491232101091e-08,1.0244405639177136e-08,1.4438470002253391e-08,2.432044171506876e-09,2.340804614625442e-10,83,1.4085281980742779,0.16356326469336127,0.4697265625,0.00026868405456996827,5.1312255641487375e-05,0.6723307291666667,0.00016584036002052514
PS1,R,PLA,3,77.0,85.65896574491579,34.0,2.8911220916407037e-08,9.66370655504365e-09,1.6076709419962703e-08,2.6106394764513908e-09,2.5325631238734123e-10,84,1.4124137931034482,0.1588989148245189,0.4619140625,0.00030979321811499237,5.088070253829122e-05,0.6810221354166667,0.00016917964424916111
PS1,R,PLA,4,75.0,85.66932851428723,43.0,2.794252806564281e-08,1.010219302350241e-08,1.4638733217067506e-08,2.626229481138725e-09,2.5749768260178804e-10,89,1.532934131736527,0.1737998275589739,0.4521484375,0.0002477374848198691,4.752370446932993e-05,0.6795084635416667,0.00016551563001063218
PS2,R,ANE,1,89.0,102.25203979188596,32.0,2.5134185188252247e-08,7.163551312784627e-09,1.2555699694524458e-08,4.694312844299197e-09,4.3720760607903324e-10,77,1.3438320209973753,0.20889114738177983,0.50390625,0.00023607103387514425,4.975129564261814e-05,0.641162109375,0.00015687406771192023
PS2,R,ANE,2,86.0,99.59013220161182,27.0,1.728832983849353e-08,5.300091838838836e-09,8.45635803783095e-09,2.9083227828542737e-09,4.18828016251397e-10,78,1.3315994798439532,0.24224100824410244,0.4853515625,0.0001523788825555729,4.950267026168524e-05,0.6293782552083333,0.00013108003980837843
PS2,R,ANE,3,73.0,87.5741503824423,33.0,2.71392917192014e-08,1.1152289587405901e-08,1.1834279817935418e-08,3.477863026068234e-09,4.143687481930438e-10,88,1.5306427503736921,0.22586479639436305,0.4521484375,0.00021782533798010703,4.982184013356715e-05,0.6727701822916666,0.00016533703552708414
PS2,R,ANE,4,75.0,87.80252475847071,30.0,2.3043649962012305e-08,9.18621588592948e-09,1.0272772629961409e-08,3.036863488643733e-09,2.8878248950328744e-10,77,1.4927113702623906,0.21530256212666546,0.462890625,0.00017353009072127693,5.075190847194649e-05,0.67216796875,0.00014997508946608875
PS2,R,PLA,1,82.0,94.20387165011313,32.0,1.3399216756332926e-08,4.406786423702412e-09,6.6340212966720185e-09,2.027820124173163e-09,2.0498870130545756e-10,80,1.4222222222222223,0.24289291552789494,0.498046875,0.00010983661479387459,3.782288632875386e-05,0.6955729166666667,0.00011841648470226854
PS2,R,PLA,2,83.0,96.30515803622534,32.0,2.4203566145825414e-08,8.210609229372758e-09,1.1223685574414504e-08,4.06022225265727e-09,4.1001299404605615e-10,86,1.426183844011142,0.1918658012184304,0.4755859375,0.0001974896860048236,4.336233535937045e-05,0.7076009114583334,0.00015450741944552876
PS2,R,PLA,3,80.0,96.19605485087123,35.0,2.0929225931075858e-08,7.231723487926892e-09,9.503631928477693e-09,3.552693109972305e-09,4.4276195412733635e-10,81,1.3411918795022921,0.211035753152264,0.4912109375,0.00020604600863135175,4.515543645358994e-05,0.688134765625,0.0001441730889109382
PS2,R,PLA,4,86.0,98.54758418232764,29.0,1.8102355583531886e-08,5.684657658324451e-09,8.755311779565692e-09,3.0682739131002353e-09,3.8397771814337236e-10,73,1.2367149758454106,0.21756269795327277,0.5166015625,0.00016077173557482182,4.755616813668365e-05,0.6379557291666667,0.00013485154498989608
S7,R,ANE,1,117.0,123.9736685292219,101.0,3.320388757782177e-08,5.34090036285768e-09,1.7130276451559555e-08,9.106309200708108e-09,1.2215874321605784e-09,80,1.3438320209973753,0.21592699698594306,0.4580078125,0.0003009641327774956,6.233063446431155e-05,0.63408203125,0.0001834809002568245
S7,R,ANE,2,113.0,120.50142812976037,45.0,3.5716977104045865e-08,6.583448516282393e-09,1.8272900033138922e-08,9.154455452296711e-09,1.2900619795519009e-09,87,1.4894545454545454,0.18350239852807418,0.4501953125,0.00021471404576911513,6.051969813413749e-05,0.6935384114583333,0.00019015548082747198
S7,R,ANE,3,109.0,119.34683140702217,65.0,4.1435689412606145e-08,8.517969030321717e-09,2.015710762061924e-08,1.06186052395231e-08,1.6221250687735906e-09,86,1.4618129907209136,0.18257549591161548,0.4521484375,0.00023859274287583567,6.528774165190607e-05,0.6872233072916667,0.00020779334085093573
S7,R,ANE,4,113.0,119.73681528675485,100.0,4.599119105059503e-08,8.36914268275134e-09,2.4205751404561347e-08,1.1331358864050166e-08,1.6013678940194217e-09,85,1.4618129907209136,0.20569649226994707,0.4677734375,0.00028703148156249706,7.129684549817564e-05,0.7007975260416667,0.00021526128025249738
S7,R,PLA,1,112.0,121.18303198430549,72.0,2.583188764028074e-08,4.963594829110303e-09,1.2864021749706991e-08,6.561108030100158e-09,1.14075578906833e-09,80,1.4916241806263657,0.1772598357117946,0.4599609375,0.00019717865902388004,5.780603771022224e-05,0.69873046875,0.00016249824380107475
S7,R,PLA,2,113.0,123.07844684476468,56.0,3.1876504133312526e-08,6.2772040569960896e-09,1.526602827663678e-08,8.42634674352008e-09,1.5471890255881316e-09,84,1.5790285273708558,0.22976903323411865,0.462890625,0.00023983892767564402,6.607890185280676e-05,0.706103515625,0.00017981947291327216
S7,R,PLA,3,111.0,121.02896263394881,75.0,4.898847803700371e-08,8.819463877401257e-09,2.5352481074719717e-08,1.2332694252627349e-08,1.9487053358223424e-09,90,1.5900621118012421,0.17259239460757142,0.462890625,0.00030257426498597257,6.969505061056815e-05,0.7313313802083333,0.00022122603142507745
S7,R,PLA,4,113.0,120.24150918819277,110.0,4.547164625824261e-08,8.385165807101693e-09,2.3383889706368105e-08,1.1512832927270633e-08,1.6396339590182534e-09,95,1.6357827476038338,0.17906176831303555,0.45458984375,0.00025135742554414724,6.432646938251646e-05,0.7599934895833333,0.00021343143078216345
