subj,rama,side,cond,fs,dur_s,snr_db,MDF,MNF,peakF,totpow,p_20_60,p_60_150,p_150_250,p_250_450,n_cycles,chew_rate,cv_ipi,med_dur,med_amp,med_area,duty,rms_amp,mdf_slope,mnf_slope
M3,R1,R,ANE,1024.0,240.0,-24.64,60.0,87.5512557006714,24.0,7.126059200565027e-09,3.5322655293707612e-09,2.1976714086112165e-09,1.0639861115872672e-09,2.707481298458245e-10,364,1.5421686746987953,0.26791265737801906,0.408203125,9.67107522825833e-05,2.5250632036397774e-05,0.6969645182291667,8.623301949936577e-05,7.677683625751553,7.158587973556968
M3,R1,R,PLA,1024.0,240.0,-3.97,35.0,48.37850339568469,22.0,7.129716071665034e-07,5.54704771039333e-07,1.3101419443805254e-07,2.0090230710079857e-08,3.5464490961464683e-09,390,1.659643435980551,0.2511682231121859,0.4453125,0.0005112923952254389,0.00012507586433978658,0.7855265299479167,0.0009316422454389889,-0.45114447452621365,-1.4909861481156341
M4,R1,L,ANE,1024.0,240.0,20.45,79.0,89.15501247900943,37.0,8.322782685578941e-10,2.690857250503648e-10,4.603745231708426e-10,8.155100987830248e-11,1.0601460728496816e-11,390,1.695364238410596,0.2189041312028338,0.419921875,2.3121985359603615e-05,8.277630269877698e-06,0.70592041015625,2.8836016283520854e-05,-9.325621461973912,-9.508514676375556
M4,R1,L,PLA,1024.0,240.0,19.69,78.0,88.40783310945334,74.0,6.975438082281878e-10,2.2095213546702322e-10,3.933749277357188e-10,6.687996476862767e-11,7.67069356515357e-12,389,1.6691116544417277,0.22566981141823547,0.45361328125,1.9964941389574625e-05,8.049955797204379e-06,0.7679972330729167,2.6410465960072145e-05,-6.884357090116381,-6.419727956416655
M4,R1,R,ANE,1024.0,240.0,30.91,88.0,101.09268944634094,36.0,1.4265342567428968e-08,4.047559188572451e-09,7.2756037125990405e-09,2.4645166763920038e-09,2.99143377345639e-10,386,1.6305732484076434,0.19996437045091192,0.462890625,0.0001347820238264398,3.248049345162359e-05,0.77884521484375,0.00011964912395871134,1.311135332794205,1.4354772551327097
M4,R1,R,PLA,1024.0,240.0,30.42,83.0,96.6858646381966,28.0,1.253370701967887e-08,4.234901886528572e-09,5.849043265129364e-09,2.033970876197404e-09,2.728253657944456e-10,383,1.659643435980551,0.20479683606389634,0.470703125,9.677046723631023e-05,2.881373293594974e-05,0.79342041015625,0.00011315713352164554,0.47371752048099636,2.450483805250849
M5,R2,L,ANE,1024.0,240.0,22.2,99.0,110.01938871914408,42.0,1.8217283542559034e-09,4.140643863582525e-10,9.756732156836252e-10,3.590049123060021e-10,5.240110648800588e-11,359,1.5950155763239875,0.2526559462541245,0.423828125,5.5140362023771676e-05,1.0956512931840578e-05,0.708935546875,4.281657773703335e-05,1.3339193417952953,0.45797241888841705
M5,R2,L,PLA,1024.0,240.0,22.62,106.0,116.59549434781184,101.0,1.9681922576453602e-09,3.555429180606098e-10,1.0897614731459547e-09,4.3645750263857617e-10,6.513544143206424e-11,362,1.5294996265870053,0.2811837227958955,0.431640625,4.2675177780912435e-05,1.0835627529755509e-05,0.7127522786458333,4.490918273100452e-05,0.9033437642839561,-0.27632690091605844
M5,R2,R,ANE,1024.0,240.0,23.21,95.0,104.70135663481787,39.0,4.8806516855496425e-09,1.2293969184756565e-09,2.6435367605258087e-09,8.48634600331918e-10,1.086555025719309e-10,351,1.6,0.2673697617586772,0.443359375,9.667834484311053e-05,1.5852242474950644e-05,0.719091796875,7.020016858486547e-05,2.8230020041489388,0.8495134038761826
M5,R2,R,PLA,1024.0,240.0,21.82,107.0,116.51013345957116,93.0,3.4871894724079213e-09,6.760444290824278e-10,1.865712162406578e-09,7.906665211291371e-10,1.1551918180187323e-10,350,1.4797687861271676,0.2610825988743393,0.4482421875,7.33100100261661e-05,1.4204596421536218e-05,0.7212361653645833,5.982199473207558e-05,4.271579761611757,2.945746015892167
M6,R2,L,ANE,1024.0,240.0,22.37,97.0,109.84546726344654,40.0,3.114069821272776e-09,7.768091263881804e-10,1.5720796761914152e-09,6.110514456808423e-10,1.1659622374734857e-10,350,1.5468277945619335,0.19011782068248514,0.4462890625,5.772188287405376e-05,1.873778876533176e-05,0.6970906575520833,5.5775078656564105e-05,6.349249323160226,3.213586009147523
M6,R2,L,PLA,1024.0,240.0,21.28,102.0,115.05854845433021,66.0,2.4075734347730844e-09,5.509850631298943e-10,1.1924636633416705e-09,5.257777352672568e-10,1.0921370279152172e-10,329,1.4463276836158192,0.2312291470770647,0.4521484375,5.021661080108036e-05,1.8364394005580423e-05,0.6870849609375,4.923133579174232e-05,-8.023030132555114,-8.127453423772574
M6,R2,R,ANE,1024.0,240.0,28.4,99.0,110.89268108929471,58.0,3.651240401231437e-08,8.29178205207262e-09,1.8969111183062172e-08,7.611058958387379e-09,1.152966040445091e-09,350,1.5468277945619335,0.1901630159676872,0.4462890625,0.00024301268017148646,5.9659680129637775e-05,0.6946451822916667,0.00019130823132231648,1.409655075419287,-0.061400532002719485
M6,R2,R,PLA,1024.0,240.0,27.18,102.0,113.45385585807495,62.0,2.758077164724769e-08,6.125759643333803e-09,1.407579409949525e-08,6.045263362439837e-09,9.954404413532322e-10,319,1.4222222222222223,0.2364003393877499,0.45361328125,0.00020109095276840797,5.770563997263161e-05,0.64847412109375,0.00016623698912783362,-4.2250624099011995,-6.418533445300858
M7,R1,L,ANE,1024.0,240.0,20.71,29.0,36.069110690484585,24.0,1.1771620133015152e-06,1.082337619767166e-06,7.828417818161284e-08,1.0269068104155649e-08,2.3007115595944837e-09,401,2.0521042084168335,0.33018341227235104,0.470703125,0.0012627851620157175,0.0003438369336088559,0.9071248372395834,0.0011308285497095539,-6.060968320382549,-8.344810668232393
M7,R1,L,PLA,1024.0,240.0,25.61,26.0,29.1581659678839,22.0,3.3142009465948977e-06,3.2416697602543375e-06,6.387801381540675e-08,4.1231248030940865e-09,9.765258151159536e-10,412,1.8962962962962964,0.29034147592130866,0.4755859375,0.0026613788400081393,0.0006242148443035452,0.8675211588541667,0.0019884689619240202,-0.32984072290003863,-0.796575008022795
M7,R1,R,ANE,1024.0,240.0,-23.76,92.0,105.98053240736908,35.0,3.1392393677929836e-09,8.907415945134501e-10,1.5166620291099894e-09,5.982719125808842e-10,9.573635669443649e-11,361,1.5562310030395137,0.32853717124875365,0.447265625,5.403130852665363e-05,1.8633255945278785e-05,0.7038248697916667,5.61716918747764e-05,-12.882774867269084,-12.609553280358929
M7,R1,R,PLA,1024.0,240.0,-24.21,92.0,104.69063580143703,53.0,2.8448894582324405e-09,8.189873138601508e-10,1.3775384924412818e-09,5.304395400642166e-10,8.199763474456991e-11,372,1.6062745098039215,0.30276536510592766,0.4501953125,5.0952440894540524e-05,1.634621553321014e-05,0.7399169921875,5.335010570382139e-05,-1.9212404627122817,-0.7472188096117724
PS1,R1,L,ANE,1024.0,240.0,28.89,85.0,94.94319087853462,40.0,2.9518972878232134e-08,9.595008095444415e-09,1.5028414222672918e-08,4.184016056323029e-09,3.856381191979557e-10,343,1.486211901306241,0.19534353967735985,0.46826171875,0.0002576309378289655,5.065183162080415e-05,0.7138590494791667,0.00017129240241408166,-0.33922857846067284,-1.9311789291895178
PS1,R1,L,PLA,1024.0,240.0,28.6,84.0,95.28172758783826,38.0,2.7655585958765946e-08,8.93251308981341e-09,1.4114048429696739e-08,3.9236660173031795e-09,3.905122942210768e-10,335,1.4301675977653632,0.20233076209314393,0.44287109375,0.00024723302544246007,4.906815697067624e-05,0.6509806315104166,0.0001656953180937694,-1.5598607643894378,-2.836140141208593
PS1,R1,R,ANE,1024.0,240.0,32.29,76.0,85.44217571900658,38.0,2.889785761770049e-08,1.0192525967618298e-08,1.551001180582386e-08,2.611755159274358e-09,2.4451536726574875e-10,349,1.5136733185513673,0.20741945289574887,0.4775390625,0.00025766283710299865,5.145084483769549e-05,0.74307861328125,0.00016870981141733479,-6.666643226328187,-3.7420903553031724
PS1,R1,R,PLA,1024.0,240.0,32.1,76.0,85.13620741597539,43.0,2.7314598460475963e-08,9.623249048291573e-09,1.47278062767527e-08,2.404913420869767e-09,2.3722859861323107e-10,339,1.4321678321678322,0.20504674589684296,0.46630859375,0.00025086014909231374,4.927888898848405e-05,0.7016642252604167,0.00016502567004817695,-4.786329594599346,-3.9089266813396244
PS2,R2,L,ANE,1024.0,240.0,23.32,86.0,98.72271079940747,32.0,1.503540524143587e-08,4.946649467155803e-09,7.052025750022635e-09,2.5451000194742667e-09,3.2345383833887373e-10,319,1.4251913709116215,0.23318039478124103,0.5185546875,0.00011103692574920505,3.516863807917838e-05,0.72271728515625,0.0001224096181842676,12.67972293519917,9.827803351925903
PS2,R2,L,PLA,1024.0,240.0,23.73,85.0,98.07688752304338,32.0,1.649331571766968e-08,5.512859458753883e-09,7.71144181601823e-09,2.72912651476462e-09,3.6458962564540774e-10,312,1.3420707732634338,0.21049641586033033,0.5400390625,0.00012980386348238076,3.970308654007957e-05,0.7303385416666667,0.00012841747426385865,12.952603635596494,11.90280434661934
PS2,R2,R,ANE,1024.0,240.0,33.36,80.0,93.84548120962393,33.0,2.3031170356685036e-08,8.161633302106764e-09,1.0720408535470405e-08,3.5108986236512877e-09,3.875818746556883e-10,323,1.4422535211267606,0.23632339158586876,0.4736328125,0.0001805291374834944,4.958293687537044e-05,0.6762654622395833,0.0001513442373646052,4.228226855595794,3.3421536579976276
PS2,R2,R,PLA,1024.0,240.0,32.6,83.0,96.457680365432,31.0,1.9056350342157743e-08,6.347335682513455e-09,8.981108180066478e-09,3.1616907357796377e-09,3.5903955067815016e-10,319,1.3689839572192513,0.2317065551475094,0.49560546875,0.000158709894238749,4.273045330329995e-05,0.6898518880208333,0.00013862343350354083,13.788017298969791,11.687469715518626
PS3,R1,L,ANE,1024.0,240.0,19.76,114.0,123.5048520216593,42.0,5.010774363863285e-09,9.834758994453236e-10,2.3987456605332746e-09,1.3093532850128282e-09,2.590475181539009e-10,321,1.292929292929293,0.293816825684691,0.46923828125,7.190355268945787e-05,2.6779862414225776e-05,0.74368896484375,7.087469542343218e-05,-16.720931050244367,-15.470333163652159
PS3,R1,L,PLA,1024.0,240.0,19.19,103.0,116.53542975497471,34.0,4.4589021647803e-09,1.0451465599868756e-09,2.1125557873541892e-09,1.0392027237694343e-09,2.0723942584815016e-10,327,1.3544973544973544,0.22161388385220923,0.46044921875,8.540793670935536e-05,2.2811856645140283e-05,0.6998575846354167,6.637518783491785e-05,-5.567209310502441,-6.498802614786863
PS3,R1,R,ANE,1024.0,240.0,20.8,93.0,111.47074274832089,62.0,6.630718515943543e-09,1.655404652225306e-09,3.247117945663592e-09,1.3290558301491396e-09,3.171149851202511e-10,353,1.4382022471910112,0.3290466695006686,0.44775390625,8.675891680518443e-05,2.9005000592370233e-05,0.7291748046875,8.163564430232174e-05,-1.0013360992932738,-2.4899240141798376
PS3,R1,R,PLA,1024.0,240.0,22.54,105.0,119.21917721597111,60.0,1.0006997628475222e-08,2.1404649907885364e-09,4.85131342043318e-09,2.3408706816934175e-09,5.445828029173943e-10,337,1.3689839572192513,0.22825558945724805,0.4482421875,0.00012454080290880538,3.4089471391777777e-05,0.6828165690104167,9.966824414457707e-05,-8.53240040786189,-7.649851722788052
PS4,R1,L,ANE,1024.0,240.0,27.33,81.0,97.41311817099972,62.0,9.637012543835457e-09,2.500241975207964e-09,5.426291656842839e-09,1.3688958672384012e-09,1.89804595366417e-10,318,1.3989071038251366,0.2987307963013067,0.5068359375,0.00010373172662066613,3.3734104765492884e-05,0.7047566731770833,9.803746426476748e-05,7.2717907246580635,8.180616048408648
PS4,R1,L,PLA,1024.0,240.0,27.46,82.0,97.11498032463635,67.0,9.94326964020641e-09,2.632760124700675e-09,5.59579558416006e-09,1.3834067950303484e-09,1.879437789956942e-10,332,1.468100358422939,0.25588103426616404,0.5029296875,0.00010348747803422563,3.090614170069438e-05,0.7457356770833333,9.950594230402485e-05,-5.736296192117013,-7.1641465607776285
PS4,R1,R,ANE,1024.0,240.0,21.94,87.0,102.81645171537485,62.0,1.2435373217336758e-08,2.944361823650076e-09,6.82794803989449e-09,2.2211897060359177e-09,2.477799767129206e-10,323,1.4143646408839778,0.29949570137430065,0.50830078125,0.0001014913946658042,3.9690231331888284e-05,0.7276692708333333,0.00011122871990304259,-1.777996554270244,-1.721223723155807
PS4,R1,R,PLA,1024.0,240.0,21.97,91.0,105.49529308595642,67.0,1.2599765056992529e-08,2.8170815443246605e-09,6.932050647874671e-09,2.410217456079832e-09,2.644390312763813e-10,341,1.501466275659824,0.2712912924501352,0.49072265625,0.00013452702272641893,3.642660657500605e-05,0.7484944661458334,0.00011153606551823469,-7.751520691958794,-7.54561502749324
PS5,R2,L,ANE,1024.0,240.0,24.64,83.0,98.04127940866485,63.0,2.81119218049178e-09,7.005826197550951e-10,1.6175870329064273e-09,3.914903397120292e-10,6.046979067818845e-11,290,1.2118343195266272,0.3438196766161899,0.54296875,5.0269952820126946e-05,2.0053423350271085e-05,0.6600179036458333,5.31601537782635e-05,4.94929854787103,4.470856419149403
