subj,sel_side,cond,bout,amp_L,amp_R,mamp_L,mamp_R,asym
PS7,R,PLA,3,46.013222153764445,68.1409421196858,57.171290893468054,88.27727775762466,-0.19384067245164519
PS7,R,PLA,4,46.25310694526892,68.95271235269122,62.20121749132845,67.7784359215331,-0.19703523264491926
PS15,R,ANE,1,70.47171071491738,100.07864071893714,103.07762208813882,107.03480599015094,-0.17359641745154775
PS15,R,ANE,2,66.39106552766242,92.17370980098728,116.12370648693872,122.62780234188563,-0.1626000744483523
PS15,R,ANE,3,66.48159347626135,96.32973267110353,109.21640704936449,130.60238062894152,-0.1833296239343057
PS15,R,ANE,4,67.85807806685908,97.41051859431472,82.96388769760463,109.86511679975506,-0.1788146152656124
PS15,R,PLA,1,63.52235906076698,85.66581948963092,95.2617363847853,144.26272413701727,-0.14842637428798297
PS15,R,PLA,2,73.92480841630059,96.44436615241163,129.40012427146877,192.8597629358033,-0.13218094055523208
PS15,R,PLA,3,71.29811109523844,94.77960732337456,114.47667156167599,174.6730328198749,-0.14138860078116483
PS15,R,PLA,4,70.04406109726209,98.0968576694888,99.7575350277328,161.4692192189913,-0.16684098539476913
PS3,R,ANE,1,45.77233106173178,44.99153079036411,70.78213709992305,50.26094359849775,0.008602545720674716
PS3,R,ANE,2,47.196954229663966,58.48650560401482,82.02642654592141,119.14848935362379,-0.10682420306941011
PS3,R,ANE,3,50.199413141161024,64.22581524679451,73.72418598063518,94.82831593497586,-0.12258137740461605
PS3,R,ANE,4,50.78830152311634,65.74619773435283,70.15710398033998,135.621736115323,-0.1283559487237223
PS3,R,PLA,1,47.5752513436864,59.74469648071992,111.62243328520132,84.97585075974108,-0.11339406497797298
PS3,R,PLA,2,44.18786636151746,61.924284362872186,85.35456786252486,131.45086750551422,-0.16714785140320304
PS3,R,PLA,3,43.006179631860235,70.05844720611763,80.30875009442282,178.01164974448386,-0.23926375853186324
PS3,R,PLA,4,47.153173123284354,69.45683055110337,83.1597508609749,145.17551628742984,-0.19126710166391675
S11,R,ANE,1,66.31495877738182,61.37239665171919,130.4756596976155,114.11056791286234,0.038708313043627623
S11,R,ANE,2,54.09094781729948,58.23459116171622,134.51949312219438,112.04349661140492,-0.03688959235878497
S11,R,ANE,3,60.00823108987415,60.37360948791396,163.16026073095122,114.22518652460084,-0.003035162083301977
S11,R,ANE,4,59.0567570829987,60.760955915203105,134.8376434143038,105.20515080469353,-0.014223262901287115
S11,R,PLA,1,65.93154868619135,64.19790570678063,157.65114786537805,105.69036136098177,0.013322448691557218
S11,R,PLA,2,54.40424541141204,53.975899439923104,136.39177393688755,95.34992296877944,0.003952255019371814
S11,R,PLA,3,56.6097277247007,55.45431398448074,120.92411393387862,109.3803547716293,0.01031029867027616
S11,R,PLA,4,59.21784359722104,57.986953406497776,178.25390948516306,142.1444694482972,0.01050204618062006
M5,L,ANE,1,27.59920196984163,44.186413903960414,54.23984263188053,82.89968976969521,-0.23106595565438354
M5,L,ANE,2,22.41402994598598,40.685794390780956,56.83943708406928,94.42618139924016,-0.2895691808471187
M5,L,ANE,3,22.054367604185963,33.12941118576394,48.626899381320186,117.78510248316775,-0.20069382388135354
M5,L,ANE,4,22.337011594779327,29.86344881985429,58.504658875100226,85.63084399827025,-0.14418334944350214
M5,L,PLA,1,19.66521961336256,23.521670889910737,32.57530755324763,55.247275689753884,-0.08929680353476233
M5,L,PLA,2,28.77117156146123,34.42228679637195,83.09399486838664,96.39826265399006,-0.08942563647824384
M5,L,PLA,3,21.544162959335818,32.30460046665329,38.30489558711538,65.96888013176577,-0.19982701222297608
